Gene,p7_1,p7_2,p7_3,p14_1,p14_2,p14_3,p60_1,p60_2,p60_3,
Rpl34,10.0804337,9.951967458,10.10723545,9.073600546,9.357238221,9.59067527,9.349935629,8.843767062,8.989150471,
Rpl35,9.011535959,9.04730141,9.422282464,8.134305893,8.332295742,8.425481964,8.136461354,7.895208902,7.41422906,
Rpl38,10.91359905,10.78980752,11.36007838,9.758641919,9.908869662,10.19606572,10.02035622,9.439356395,9.068194109,
Rpl38-ps2,5.299176297,5.154490335,5.803546522,4.644512397,4.845814326,4.453070666,4.628545518,4.323450672,5.784537704,
Rpl5-ps2,5.559884198,5.253266338,5.375113881,4.552486881,4.728435131,4.659186687,4.731640105,4.856833997,4.298781957,
Rpl9,8.284487321,8.176154422,8.155967115,7.441373666,7.755157413,7.611541721,7.303411715,7.391350875,7.247478868,
Rpl9-ps8,4.746238033,4.474001429,4.343081986,4.863311954,4.587560629,4.565287377,3.946819592,3.946819592,3.946819592,
Rplp0,13.07110687,12.97983349,13.3889052,12.08278616,12.27488551,12.58132542,11.67030689,11.21952973,11.45344449,
Rplp2,11.72088694,11.63386827,11.93962995,10.68392974,10.74799607,10.81415043,10.56242349,10.29059525,10.26088204,
Rpp25,6.174665482,5.611183931,6.552582285,6.442027845,6.256089098,6.796957581,6.949906397,7.074394468,6.953353556,
Rprm,9.106202246,9.108491264,9.4024427,9.031097117,9.582052336,9.492227734,6.623338316,6.501076341,6.491831939,
Rprml,4.820378931,5.677543196,5.421343507,4.298206152,4.269158761,4.741308563,5.897041016,6.373937213,5.860722606,
Rps10-ps1,5.380127104,5.299310689,5.549601477,4.644512397,4.789397855,4.944524007,4.505148894,5.109496035,4.86477231,
Rps12,8.489867528,8.232322164,8.095312534,7.354140946,7.349767884,7.388443426,7.568208314,7.296657205,7.542022834,
Rps16,10.47054562,10.67414337,10.54052576,9.749422884,9.785365913,9.851145005,9.51589304,9.371877588,8.61058947,
Rps18,9.446862457,9.169799365,9.578519763,8.000405333,8.264841762,8.457390099,8.369087643,7.994593447,8.21240611,
Rps19,11.44589377,11.26540668,11.21627556,10.1281659,10.21790226,10.28194923,10.05248923,9.839702476,9.608121438,
Rps2,12.23338781,12.24467022,12.1619457,10.19079597,10.8002192,11.49790013,9.992468652,9.474093595,10.47705561,
Rps20,11.55005825,11.51213385,11.59114677,10.59753606,10.60708507,10.67886393,10.44388379,10.04421649,10.1817344,
Rps23,7.634293802,7.62387126,7.87471253,6.619012424,6.715742437,6.592178185,6.513835819,6.392848279,6.277706509,
Rps26,12.05681271,12.06739645,12.41917799,10.79261518,10.86623668,10.94416527,10.33184169,9.992751633,9.973776992,
Rps27l,9.918943384,9.732889571,9.71344213,8.887109692,9.084596132,9.160836204,8.582520808,8.064852101,8.417468729,
Rps29,7.244866559,7.426991229,7.533448536,6.882680299,6.799882371,6.952852671,6.569682018,6.233519353,5.835842311,
Rps4x,11.17475331,11.15578696,11.17887878,10.30844351,10.44211071,10.40953784,9.670924484,9.518451532,9.640171999,
Rps5,13.42030813,13.40216975,13.51516667,12.37215716,12.60780828,12.73923083,12.31917577,11.87154239,11.96935313,
Rps6ka1,10.39760501,10.80331941,11.1546333,12.51087803,12.60852276,12.62754486,12.4241963,12.46474526,12.3016429,
Rps6ka2,10.29869062,10.43686129,10.75510566,10.19871911,10.24297087,10.38283544,9.349935629,9.792323543,9.424642215,
Rps7,12.04558451,12.11929483,12.26951211,11.22321698,11.26420382,11.41619711,11.05638479,10.53425188,10.61497567,
Rps8,10.25805989,10.2582779,10.32040909,8.881490105,9.113093714,9.50562212,9.259192468,8.866839698,9.035573331,
Rps9,13.41736469,13.39340257,13.57783913,12.45528004,12.62114641,12.87548109,12.28070426,11.99360777,11.94086566,
Rpsa-ps1,4.569162384,4.773650133,4.732107496,3.946819592,3.946819592,4.659186687,3.946819592,3.946819592,3.946819592,
Rpsa-ps11,5.063780699,5.466009544,5.589360288,4.797297984,4.728435131,5.332223242,4.628545518,4.477965382,4.726269941,
Rpsa-ps9,5.063780699,4.920025245,4.822187252,3.946819592,4.269158761,4.453070666,4.342841854,3.946819592,4.298781957,
Rpusd1,8.798052013,8.829963746,9.263618413,9.665321189,9.688642748,9.915625334,10.5601904,10.5587243,10.35940271,
Rragb,10.4436233,10.42379818,10.15246557,11.25883637,11.25829699,11.23514943,11.4784929,11.49835724,11.59996764,
Rragd,10.20441935,10.12875354,9.858812352,11.63875949,11.29338055,11.43130942,12.1671834,12.4108794,12.42775927,
Rras2,9.383191494,9.582270676,9.517580496,9.898652498,10.14785794,9.761488504,8.578106378,8.362995409,8.269727679,
Rreb1,9.904388809,9.69713683,9.884062986,10.2310876,10.13005096,9.763082497,10.55122331,11.28332651,10.7563217,
Rrh,6.024018576,5.800235406,5.7703689,4.924342624,4.789397855,4.741308563,5.588454398,4.477965382,5.036497131,
Rrm1,12.39797807,12.39947037,12.25299749,10.42591849,10.69111503,10.44273262,10.36676093,10.35489349,10.42282576,
Rrm2,11.67104066,11.69358439,11.40125231,8.809329151,9.053424068,8.669697464,6.193688181,6.373937213,6.429490412,
Rrp15,9.246733104,9.32548425,9.422282464,8.320536581,8.514457147,8.30786856,8.374191854,8.353681916,8.21240611,
Rs1,4.663628088,4.773650133,4.505485374,4.644512397,4.789397855,4.88231934,5.735300938,5.109496035,5.554479493,
Rsad2,6.253573838,6.109365991,5.665065909,6.019459124,6.505241908,5.762291818,6.935976679,6.501076341,6.791641284,
Rsph1,6.909056167,6.722872909,7.108487008,5.952742141,6.34436685,6.606819007,7.984358354,7.316109106,7.341609654,
Rsph14,4.746238033,4.688333195,4.902921446,3.946819592,4.502841779,4.305706542,4.975930952,5.21407975,4.726269941,
Rsph4a,6.909056167,6.632826131,6.552582285,6.219905475,5.645436409,6.22222789,7.417314112,7.130579209,7.21163398,
Rsph9,7.910854188,7.769412727,7.903334071,6.916570611,6.945106196,7.040802704,8.369087643,6.916828886,7.711290049,
Rspo1,5.526132774,5.644825187,5.867353683,5.417725796,5.039457664,5.332223242,5.166444018,4.992106598,5.224813133,
Rspo3,5.164693354,6.086265615,5.7703689,8.203624101,7.765497137,8.007034821,8.600044254,7.836114176,8.664135056,
Rspo4os,4.569162384,4.320624396,4.976533522,4.442542171,4.587560629,3.946819592,3.946819592,3.946819592,3.946819592,
Rtkn2,9.011535959,8.833264185,8.849106325,7.152279762,7.249734276,7.0514185,6.169347388,6.942254128,6.897727867,
Rtl3,4.888069113,4.920025245,5.107768521,4.552486881,3.946819592,3.946819592,4.505148894,4.323450672,4.645639408,
Rtl4,5.455497463,5.8848581,5.465727008,6.360888194,5.806528255,5.918448384,6.309104447,5.977375366,6.38077481,
Rtl5,10.04902089,10.02875799,10.15394908,9.321918207,9.481067074,9.415233722,9.02326155,9.15883811,9.112175319,
Rtn4rl1,9.636719825,9.669728128,9.892974969,10.82807019,10.8500134,11.35305546,11.40512167,11.50781403,11.35831683,
Rtn4rl2,6.944181829,6.663500065,7.083477477,5.133345086,5.270333086,5.291197604,4.505148894,4.323450672,4.55346985,
Rubcnl,5.256269211,5.343435616,5.276289156,5.381467228,5.429768051,5.332223242,5.834846819,5.782956826,5.810455313,
Runx2,5.827006935,5.829085667,5.465727008,5.034786019,5.270333086,5.157417326,5.166444018,5.26256619,5.522305252,
Rwdd3,9.566340857,9.566503919,9.394931806,9.071134766,8.923816392,8.530448206,6.772795783,6.967225216,6.690012945,
Rxfp1,7.710298299,7.495690827,7.192679545,5.952742141,5.968146695,5.157417326,4.731640105,4.992106598,5.135195632,
Rxfp3,6.346049802,6.014390877,6.589075644,5.486885905,5.869593472,5.409872943,4.82166924,4.595538721,4.298781957,
Rxrg,8.874780365,8.509271535,8.754390727,5.952742141,6.358530117,6.162826774,5.374307659,5.308895091,5.585786893,
Ryr1,9.206943775,9.42721416,9.838657626,9.670214938,10.20567499,9.667588106,10.39835669,10.95187994,10.38052235,
Ryr2,10.97755563,11.27513641,11.35170067,12.30271133,12.3704433,12.12203977,11.97565302,12.84875923,12.68440532,
Ryr3,10.10227757,9.828523196,9.658053623,8.341179834,8.045315009,8.012423458,9.373029179,10.16471055,9.832017896,
S100a1,9.006089741,8.922731861,9.322875382,9.708778173,9.731267546,10.19133839,10.69554702,10.23599823,10.54097956,
S100a3,5.41845159,5.709394492,6.014031034,5.519944586,5.3996943,5.48242828,4.82166924,4.856833997,4.798659241,
S100b,10.61159937,10.88739747,10.98833012,13.0072381,12.89871729,13.42978989,14.36977688,14.16150435,14.29304287,
S1pr1,10.83060194,10.917996,10.94529015,12.52174505,12.36008587,12.68604419,12.93674411,12.87862841,12.93300198,
S1pr3,9.410235472,9.482876122,9.544983146,8.38159699,8.369947096,8.231457257,7.281680989,7.530830879,7.8683226,
S1pr5,7.065922843,7.631512056,7.985916438,9.392726262,9.482627525,9.634877865,9.483252248,9.947128102,9.827630004,
Sacm1l,10.94379865,11.08425891,10.28834856,11.63667821,11.55851133,11.3932276,12.00098031,12.22589818,12.28440725,
Sall3,8.044737544,7.068436649,7.613762366,5.728395679,5.693685083,5.918448384,4.902358844,5.95136738,5.346102975,
Samd14,13.41171697,13.46820147,13.96732816,13.35384356,13.52727255,13.55855567,12.5544181,12.68404735,12.39428537,
Samd3,6.381324252,6.468225855,6.041450609,5.728395679,4.502841779,5.842811095,6.040358578,5.308895091,5.731005309,
Samd4,9.292179323,9.228604554,9.201819554,10.41915285,10.22816805,10.29191985,10.67402349,11.10303872,10.92734426,
Samsn1,6.79803563,6.585491888,6.068300645,6.274534659,5.762630418,5.789718124,5.507562716,5.395934392,5.489205366,
Sap30,9.393653167,9.489162494,9.634863323,8.194572928,8.275705349,8.469175336,8.491549457,8.353681916,8.572585313,
Sapcd1,6.234283114,6.038795502,6.495946694,6.182193312,6.256089098,6.182925774,7.957360395,8.158835148,8.004614416,
Sapcd2,10.24194467,10.23228824,10.451649,8.157786143,8.492910316,8.755563926,6.834370411,6.354756713,6.165992564,
Sash3,6.214707707,6.197895906,6.570950586,6.23836602,5.9490389,5.81654837,5.664126541,5.551883538,5.522305252,
Satb1,11.84760728,11.94245446,11.71237281,11.63459392,11.65435206,11.21549661,10.37440728,10.66961388,10.51028445,
Satb2,8.759717023,8.968467927,8.55745017,6.916570611,7.142076933,6.986484232,5.548713537,6.052378219,5.860722606,
Sbk3,5.491362539,5.343435616,5.736270951,5.728395679,6.111576499,5.842811095,6.640767565,6.254506598,6.551441108,
Sbsn,7.308757419,7.259053721,7.15721112,6.894068782,7.101544493,6.260397362,6.331035229,6.585121911,6.445346491,
Scand1,10.30202541,10.27534774,11.02364683,7.85268249,8.082941916,8.938933701,7.908852987,7.400481426,8.482283448,
Scarb1,10.29980307,10.12337644,10.31378833,9.200849093,9.040763854,9.386559916,8.704978713,8.726116861,8.680467373,
Scarf2,8.746708356,8.484279111,9.07905814,7.114025479,6.879213023,7.302596135,7.119418243,6.864545426,6.920244643,
Scd1,11.53455072,11.62818552,11.73087733,12.71857173,12.50315617,12.38108185,12.50593691,12.83984295,12.82326154,
Scd3,8.006964177,8.445956264,7.985916438,9.41428037,9.557091284,9.441358072,10.02522205,9.985247248,9.919833895,
Scd4,5.772515692,5.829085667,5.736270951,5.672466995,6.240790751,5.734238484,4.628545518,4.693849087,4.645639408,
Scel,5.164693354,5.205081865,5.223174336,6.23836602,6.209654439,6.121682076,5.735300938,5.721332054,5.909050342,
Scg5,11.44086094,11.60522803,11.62896937,12.34181784,12.28609397,12.5472817,12.6359247,12.44108329,12.61334221,
Schip1,8.234046304,8.384234161,8.70661337,9.591569467,9.283948039,10.17466966,9.585641825,9.753973314,9.599567291,
Scin,4.820378931,4.474001429,4.732107496,5.486885905,5.3996943,5.550623596,6.093494728,6.027859263,5.784537704,
Scmh1,11.77267791,11.74918235,12.03689226,11.41514445,11.47203466,11.25906253,10.73072091,10.92546405,10.64935488,
Scml2,8.137530192,8.106808132,7.378407264,6.309747452,6.386416879,5.918448384,4.82166924,5.622588347,5.489205366,
Scml4,6.432563208,6.240026639,6.332229585,5.417725796,5.569182843,5.371738788,5.802548311,5.476590446,5.703332298,
Scn11a,4.950627878,5.101163598,5.276289156,7.337687387,7.109744894,7.523427913,5.275531295,4.477965382,5.383652204,
Scn1a,10.23381903,10.05723712,9.747255325,11.78273761,11.55184022,11.55420785,12.29453817,13.08452238,12.90724922,
Scn1b,10.45864214,10.84474632,11.03093053,12.99640408,12.96186427,13.18430818,14.5849415,14.65541402,14.35531759,
Scn2a,10.81123118,10.77187888,10.40880139,13.10064463,12.8009936,12.66872086,13.22094701,13.69511229,13.6753425,
Scn2b,9.626113425,9.930574802,10.15691153,12.90805315,12.74783036,13.07115944,14.05590128,14.19473711,14.12975156,
Scn3a,9.855288942,9.542525642,9.008602272,8.139032798,8.159274299,7.681023175,5.834846819,6.585121911,6.347291166,
Scn3b,11.35196577,11.19795642,11.19337711,10.95777371,11.11077083,10.81722183,7.427229243,7.571754054,7.570493632,
Scn4b,7.076483782,7.102051596,7.336848196,10.94437367,10.95093514,11.26638458,11.96260934,12.44245374,12.2333651,
Scn7a,5.491362539,5.299310689,5.421343507,5.452837559,5.368777421,5.48242828,5.464877754,6.123272568,6.223026903,
Scn9a,7.710298299,6.974651443,6.624622403,6.29225714,5.9490389,6.012753116,6.935976679,7.354229245,7.193364437,
Scnn1a,8.288986183,8.454561199,8.849106325,6.426185154,7.204597171,6.846809525,5.664126541,6.052378219,5.522305252,
Scnn1b,5.340411871,5.253266338,5.167146792,5.583348508,5.98697292,5.868532675,6.674977371,6.002865235,6.636249369,
Scnn1g,6.000995399,5.91184255,6.353814425,7.243607105,7.363498551,7.275793265,7.646545156,7.739039357,7.698464073,
Scrn3,8.55477598,8.557989502,8.291859142,9.569036971,9.457455279,9.60851928,10.41204252,10.60352016,10.61242765,
Scrt2,12.08159946,12.2566901,12.55869095,11.40197066,11.75200168,11.59816973,9.036183277,9.381059409,9.191756216,
Sct,6.174665482,5.644825187,6.120391647,5.133345086,5.429768051,4.815017732,4.82166924,4.595538721,4.925893365,
Sctr,6.346049802,5.964146159,6.170486482,5.179093247,5.039457664,4.659186687,4.628545518,5.21407975,4.645639408,
Scube1,9.746882589,9.698945682,9.772587761,8.357483423,8.314849641,8.263414815,6.949906397,7.363601167,7.316552168,
Scube2,9.52125837,9.15669169,8.808197225,6.019459124,5.869593472,5.48242828,6.169347388,5.721332054,5.703332298,
Scube3,8.107261805,7.843557244,7.823203738,6.488474633,6.567028259,6.351296951,7.446854169,6.664307965,7.193364437,
Scx,6.309823479,6.219128829,6.353814425,6.344056968,6.315583742,6.606819007,8.394429246,8.334871769,8.798881898,
Sdc1,8.927597431,8.673018559,8.968667615,8.199105652,7.912235485,8.519156718,9.205877956,9.50801327,9.485340113,
Sdc3,14.40986933,14.21924766,14.55034474,13.43536579,13.51217445,13.48406065,12.86438824,13.30711212,13.13895645,
Sdc4,9.486496379,9.444570998,9.693175151,11.37125652,10.93791784,11.64559069,11.93314616,11.99920603,12.16691307,
Sdcbp,11.81724669,11.9458849,11.49142369,12.25222067,12.09920386,12.23054969,12.90893781,12.82814782,12.92292734,
Sdf4,11.87062078,11.94512328,12.08278075,12.84184649,12.81018445,12.9494256,13.52017582,13.52146231,13.52834194,
Sdha,12.82853408,12.84547917,12.78183179,13.62493195,13.58059039,13.60838213,14.2247104,14.28832339,14.22677886,
Sdhaf3,8.337565076,8.262057087,7.622412872,8.413131417,8.376688009,8.179754593,9.200149401,9.211266766,9.138406248,
Sdk1,9.488449753,9.330161387,9.672619197,9.623880699,9.651671098,9.557988639,7.475792344,7.958128021,7.659279448,
Sdk2,9.490400483,8.922731861,9.374709252,8.265432504,8.216792261,8.240660827,8.389396563,8.955601205,8.885937592,
Sdr39u1,10.39864376,10.57226389,10.76775575,11.40735229,11.41354458,11.52398093,12.03474311,11.87398208,11.73101538,
Sebox,5.340411871,5.800235406,6.332229585,8.669554971,8.8865603,9.09398312,9.123528009,8.879859905,8.798881898,
Sec11c,9.949038015,9.848216171,9.849686022,10.32715116,10.50946302,10.64642034,11.15511795,10.95802577,11.08880221,
Sec14l3,4.307977989,4.688333195,4.976533522,4.442542171,4.401737764,4.305706542,3.946819592,3.946819592,3.946819592,
Sec14l5,6.363802668,6.632826131,7.005661372,9.036163115,8.831256877,8.927599252,8.655564356,9.547282823,9.334714744,
Sec16b,6.133367376,6.176316041,6.068300645,6.019459124,5.82790653,5.583270368,5.275531295,5.924817337,5.307200871,
Sec24d,9.503982166,9.548557708,9.487294354,9.24526495,8.953392802,8.991586471,8.429172904,8.306186366,8.607175749,
Sec31b,5.41845159,5.677543196,5.736270951,5.133345086,4.845814326,4.88231934,5.507562716,5.587768348,5.266819912,
Sec61b,9.659436109,9.588139032,9.924609602,8.773363306,8.87709366,9.425337666,8.8656764,8.353681916,8.471055901,
Sec62,11.99532106,12.14173783,11.69158669,12.95474374,12.8552804,12.63908897,13.11502813,13.17386209,13.21257798,
Sectm1a,5.744339049,5.576556544,5.223174336,3.946819592,4.269158761,4.305706542,4.342841854,3.946819592,3.946819592,
Sel1l3,10.66868444,11.26967152,11.37605388,13.10817477,13.05089823,13.04618157,12.64990387,12.86724473,12.71005263,
Selenoh,11.35517942,11.2592921,11.44431743,9.887490431,10.13104603,10.24820703,9.662619698,9.387907587,9.556018166,
Selenom,11.44287618,11.47039635,11.96266414,12.50244513,12.48906364,13.02956198,13.24564699,13.1106175,12.95008676,
Selenos,10.21507241,10.33354971,10.25417657,11.43444269,11.48881862,11.64688595,11.77317706,11.35260819,11.63720848,
Selenov,6.620138285,6.432777496,6.774120926,6.040950082,6.145089378,6.260397362,5.626893655,5.109496035,5.181007278,
Selplg,6.545088976,6.300818473,6.850692039,7.942050032,7.840748101,8.272416366,8.25748206,8.40867808,8.269727679,
Sema3b,8.091884564,7.592891661,7.336848196,6.927686976,6.240790751,7.469390055,9.624644506,7.266968617,8.771704231,
Sema3c,7.531301629,7.177498459,6.978732828,8.698617166,8.201678195,8.476978812,8.932868881,9.024629261,9.391325691,
Sema3d,9.666354327,10.06847314,9.072793597,10.00962968,9.708780125,9.146245782,8.246386146,8.211372616,8.3819336,
Sema3e,6.909056167,7.187954284,6.589075644,9.260492579,9.088701897,8.941753426,9.418134898,9.575548739,9.522017958,
Sema3f,8.679840145,8.517506706,8.885313712,7.37846861,7.536928232,7.388443426,8.676360326,8.655924162,8.493423972,
Sema4b,10.10990885,10.20582162,10.49677183,9.679952882,9.487298768,9.419283803,8.802777307,9.02169585,8.816719349,
Sema4c,11.43934766,11.56216626,11.75110887,11.15795958,11.33930009,11.2786917,10.52970035,10.54347777,10.45447,
Sema4d,10.81356946,10.97954552,11.32033915,12.53856259,12.55911304,12.55258949,11.59432302,11.82438667,11.79345477,
Sema5b,10.65223042,10.50460077,10.79842984,9.998000644,9.899556328,9.945412304,7.612259367,8.047607785,8.286914248,
Sema6a,12.9329467,12.94597278,12.96514433,12.28075548,12.4123731,11.95676546,10.15075263,10.38143263,10.17484249,
Sema6c,11.62829225,11.6559126,12.0528813,10.3333335,10.57965246,10.42572771,9.95215656,10.13653422,9.900466742,
Sema7a,12.74013982,12.78675181,12.9871537,12.22227757,12.20927907,12.35965035,13.27146746,13.90171419,13.41887209,
Sephs1,12.2137536,12.22472566,11.85735084,11.62328644,11.58996538,11.43830802,10.760202,10.84235332,10.88222748,
1-Sep,7.838902853,7.944972471,8.214160386,7.054620303,7.15004528,6.87108123,6.819230739,6.724533131,6.594500904,
10-Sep,9.62433808,9.536468226,8.968667615,8.377606068,8.445621284,8.263414815,8.582520808,8.053378978,8.333143267,
4-Sep,11.73616854,12.00664267,12.34677148,13.93764398,13.86032579,14.29059824,14.2904207,14.30898053,14.31128931,
